2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00
5.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,2.200000000000000000e+01,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,1.300000000000000000e+01
1.620000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,1.100000000000000000e+01,5.000000000000000000e+00,9.000000000000000000e+00,1.200000000000000000e+01,1.200000000000000000e+01
3.000000000000000000e+00,2.690000000000000000e+02,1.800000000000000000e+01,3.400000000000000000e+01,5.000000000000000000e+00,1.700000000000000000e+01,9.690000000000000000e+02,3.300000000000000000e+01,1.150000000000000000e+02,7.000000000000000000e+00
2.300000000000000000e+01,7.000000000000000000e+00,6.000000000000000000e+00,1.400000000000000000e+01,3.800000000000000000e+02,6.000000000000000000e+00,2.080000000000000000e+02,7.000000000000000000e+00,1.100000000000000000e+01,6.700000000000000000e+02
8.500000000000000000e+01,1.372000000000000000e+03,4.020000000000000000e+02,6.800000000000000000e+01,2.230000000000000000e+02,4.090000000000000000e+02,4.600000000000000000e+01,1.061000000000000000e+03,7.800000000000000000e+02,1.440000000000000000e+02
5.200000000000000000e+01,2.007000000000000000e+03,1.400000000000000000e+01,5.470000000000000000e+02,1.340000000000000000e+02,5.170000000000000000e+02,1.880000000000000000e+02,2.920000000000000000e+02,1.798000000000000000e+03,4.560000000000000000e+02
